stock_locate,tracking_number,timestamp,order_reference_number,buy_sell_indicator,shares,price
8623,0,0 days 04:13:07.072730619,307868,-1,100,637100
992,0,0 days 04:13:07.082223152,462041,1,200,382900
8623,0,0 days 04:13:07.103775801,307872,-1,100,637100
2986,0,0 days 04:13:07.108820951,346958,1,100,353300
8623,0,0 days 04:13:07.133522691,307876,-1,100,637100
6942,0,0 days 04:13:07.155460100,477555,-1,135,1314300
7876,0,0 days 04:13:07.156596060,307880,1,200,533200
6942,0,0 days 04:13:07.158763517,477559,-1,100,1314000
122,0,0 days 04:13:07.235734766,462069,-1,1500,44200
122,0,0 days 04:13:07.238803624,462073,-1,1500,44100
6594,0,0 days 04:13:07.241827836,477567,-1,6000,56700
2513,0,0 days 04:13:07.252559291,346966,-1,1000,188400
5699,0,0 days 04:13:07.290275523,477571,-1,397,876000
5699,0,0 days 04:13:07.291650073,477575,1,500,875000
5699,0,0 days 04:13:07.293902427,477579,-1,100,876300
5699,0,0 days 04:13:07.293958158,477583,-1,340,875800
952,0,0 days 04:13:07.294422364,462097,1,100,557500
3758,0,0 days 04:13:07.306876557,346978,1,1500,32600
5699,0,0 days 04:13:07.322591096,477587,1,500,875100
4779,0,0 days 04:13:07.324920057,477591,1,100,1989600
2025,0,0 days 04:13:07.326729245,462113,-1,500,2708400
8407,0,0 days 04:13:07.326756892,307888,-1,600,2784800
2236,0,0 days 04:13:07.327997909,462117,-1,2700,252200
7059,0,0 days 04:13:07.328079369,477595,1,800,448300
4300,0,0 days 04:13:07.328710370,346990,-1,500,3048900
7483,0,0 days 04:13:07.328710744,307892,-1,600,1335400
4779,0,0 days 04:13:07.329138541,477599,1,300,1989200
7853,0,0 days 04:13:07.331091389,307896,-1,500,613100
4308,0,0 days 04:13:07.331102567,347002,-1,600,1568100
7876,0,0 days 04:13:07.337027223,307904,1,500,533700
6537,0,0 days 04:13:07.343306534,477611,-1,800,1961200
6623,0,0 days 04:13:07.346406690,477615,1,100,606100
7876,0,0 days 04:13:07.355360842,307908,1,906,533500
5255,0,0 days 04:13:07.363518673,477619,1,100,462200
2986,0,0 days 04:13:07.382478971,347006,1,200,353500
2986,0,0 days 04:13:07.383575250,347010,1,500,353200
2513,0,0 days 04:13:07.427396925,347014,-1,400,188600
3507,0,0 days 04:13:07.432119404,347022,1,100,2165900
3507,0,0 days 04:13:07.432161819,347026,-1,100,2184100
6402,0,0 days 04:13:07.439543454,477627,1,300,86100
8736,0,0 days 04:13:07.461378391,307912,1,1200,1204300
7876,0,0 days 04:13:07.482185956,307916,-1,500,534100
8736,0,0 days 04:13:07.506479232,307920,1,1200,1204400
7316,0,0 days 04:13:07.521001891,307924,-1,500,468800
7316,0,0 days 04:13:07.521604093,307928,1,200,468000
7316,0,0 days 04:13:07.522777952,307932,1,500,468200
7316,0,0 days 04:13:07.525352382,307936,1,200,468200
7853,0,0 days 04:13:07.533360016,307940,-1,500,613800
8040,0,0 days 04:13:07.533366941,307944,1,700,419800
4308,0,0 days 04:13:07.533408092,347038,-1,600,1568700
2986,0,0 days 04:13:07.548686272,347042,-1,100,354000
6942,0,0 days 04:13:07.548726043,477635,-1,100,1314500
542,0,0 days 04:13:07.548737824,462129,-1,100,2658300
5162,0,0 days 04:13:07.548779244,477639,1,100,1673400
5162,0,0 days 04:13:07.548812774,477643,-1,100,1688500
7316,0,0 days 04:13:07.571251147,307948,1,200,468200
8623,0,0 days 04:13:07.571588550,307952,1,200,635800
7316,0,0 days 04:13:07.572925020,307956,1,200,468000
5280,0,0 days 04:13:07.580434278,477655,-1,300,157900
6963,0,0 days 04:13:07.636004355,477659,-1,100,71100
5878,0,0 days 04:13:07.643674643,477667,-1,100,550200
1266,0,0 days 04:13:07.644134242,462173,1,100,439300
490,0,0 days 04:13:07.644794070,462177,-1,174,1201500
542,0,0 days 04:13:07.651324573,462181,-1,600,2657900
7966,0,0 days 04:13:07.665020250,307968,1,1000,3135000
8720,0,0 days 04:13:07.789465725,307992,1,2500,593900
2986,0,0 days 04:13:07.791998975,347066,-1,300,353700
2986,0,0 days 04:13:07.795346407,347074,-1,800,353800
2986,0,0 days 04:13:07.795642056,347078,1,500,353100
2986,0,0 days 04:13:07.796416003,347082,1,500,353100
2986,0,0 days 04:13:07.797586103,347086,-1,100,353900
2986,0,0 days 04:13:07.799701071,347090,-1,100,353700
5294,0,0 days 04:13:07.804872796,477695,1,100,18400
5294,0,0 days 04:13:07.805676818,477699,1,200,18400
5294,0,0 days 04:13:07.806496094,477703,1,400,18400
3809,0,0 days 04:13:07.818693930,347094,1,200,378200
6442,0,0 days 04:13:07.819113373,477707,-1,500,409100
3809,0,0 days 04:13:07.819139518,347098,1,300,378200
6442,0,0 days 04:13:07.819205906,477711,-1,500,409200
3809,0,0 days 04:13:07.820221281,347102,1,100,378100
3809,0,0 days 04:13:07.820449441,347106,1,400,378000
599,0,0 days 04:13:07.836701333,462205,1,100,197900
2986,0,0 days 04:13:07.839301752,347110,-1,300,353800
952,0,0 days 04:13:07.839400156,462209,1,100,556700
8722,0,0 days 04:13:07.853827570,307996,-1,5200,289200
3809,0,0 days 04:13:07.869944341,347122,1,200,378100
3809,0,0 days 04:13:07.870202763,347126,1,200,378100
5874,0,0 days 04:13:07.872870202,477715,-1,1700,157400
5576,0,0 days 04:13:07.876950972,477719,-1,6700,36000
4856,0,0 days 04:13:07.904285247,477727,-1,100,407800
5699,0,0 days 04:13:07.908013126,477731,1,500,875200
5699,0,0 days 04:13:07.908044232,477735,1,500,874900
5699,0,0 days 04:13:07.910552018,477739,-1,100,876400
5699,0,0 days 04:13:07.910553673,477743,1,100,875200
5699,0,0 days 04:13:07.911378966,477747,1,340,875200
3507,0,0 days 04:13:07.935950602,347158,1,100,2164800
3507,0,0 days 04:13:07.935997597,347162,-1,100,2185900
5696,0,0 days 04:13:07.943534153,477751,1,470,549700
8838,0,0 days 04:13:07.943565788,308000,1,100,273600
490,0,0 days 04:13:07.962191630,462241,-1,600,1203100
5255,0,0 days 04:13:07.975749220,477775,1,100,462400
2525,0,0 days 04:13:07.977828322,347170,1,1000,86500
2525,0,0 days 04:13:07.977949760,347174,1,6000,86300
2525,0,0 days 04:13:07.978088719,347178,-1,1000,86700
2525,0,0 days 04:13:08.000164530,347182,-1,500,86800
2525,0,0 days 04:13:08.000975946,347186,1,4800,86500
2525,0,0 days 04:13:08.019800356,347190,1,1000,86500
2525,0,0 days 04:13:08.019823556,347194,1,1000,86500
2525,0,0 days 04:13:08.019855582,347198,1,1000,86500
2513,0,0 days 04:13:08.022907794,347202,-1,500,188300
2513,0,0 days 04:13:08.023203281,347206,-1,400,188300
2513,0,0 days 04:13:08.023316006,347210,-1,500,188300
2513,0,0 days 04:13:08.023356066,347214,-1,3000,188500
2513,0,0 days 04:13:08.025655338,347218,-1,200,188600
2513,0,0 days 04:13:08.027458699,347222,-1,500,188400
2513,0,0 days 04:13:08.027496544,347226,-1,3000,188600
6942,0,0 days 04:13:08.038189713,477783,-1,133,1314000
5280,0,0 days 04:13:08.060616115,477791,-1,1000,157900
5280,0,0 days 04:13:08.061100561,477795,-1,100,157900
5280,0,0 days 04:13:08.061116682,477799,-1,200,157900
5280,0,0 days 04:13:08.061686367,477803,-1,400,157800
5280,0,0 days 04:13:08.061878303,477807,1,2500,156900
5280,0,0 days 04:13:08.061883664,477811,1,500,157400
5280,0,0 days 04:13:08.062037921,477815,-1,2100,157800
5280,0,0 days 04:13:08.062123396,477819,1,400,156900
5280,0,0 days 04:13:08.062670930,477823,-1,200,157800
5280,0,0 days 04:13:08.062803047,477827,1,100,156900
5280,0,0 days 04:13:08.062848253,477831,1,400,157400
5280,0,0 days 04:13:08.063211235,477835,-1,300,157800
5280,0,0 days 04:13:08.064215943,477839,1,1000,157200
5280,0,0 days 04:13:08.064608100,477843,-1,100,157800
5280,0,0 days 04:13:08.064701295,477847,-1,300,157700
122,0,0 days 04:13:08.064702259,462253,-1,3000,44200
5280,0,0 days 04:13:08.065159296,477851,-1,500,157700
5280,0,0 days 04:13:08.065198586,477855,-1,100,157800
5280,0,0 days 04:13:08.065284110,477859,1,300,157300
5280,0,0 days 04:13:08.065845980,477863,-1,600,157800
5280,0,0 days 04:13:08.065955467,477867,-1,100,157800
5280,0,0 days 04:13:08.067138604,477871,-1,1800,157700
5280,0,0 days 04:13:08.067465392,477875,1,1500,157400
5280,0,0 days 04:13:08.068887261,477879,1,1000,157400
5280,0,0 days 04:13:08.068934287,477883,1,500,157300
5280,0,0 days 04:13:08.068954006,477887,1,3000,156900
3530,0,0 days 04:13:08.069233960,347254,-1,100,448900
5280,0,0 days 04:13:08.069651006,477891,1,200,157400
3530,0,0 days 04:13:08.070450818,347258,1,500,448100
3530,0,0 days 04:13:08.071032827,347262,-1,500,448900
5280,0,0 days 04:13:08.071036045,477895,-1,300,157800
3530,0,0 days 04:13:08.071084348,347266,1,500,448000
5280,0,0 days 04:13:08.071156886,477899,1,300,157400
6315,0,0 days 04:13:08.071421959,477903,1,100,537200
3530,0,0 days 04:13:08.072493148,347270,1,100,448100
5280,0,0 days 04:13:08.072551484,477907,1,1600,157400
3530,0,0 days 04:13:08.073543014,347274,-1,200,448900
6442,0,0 days 04:13:08.078321384,477927,-1,500,409100
6442,0,0 days 04:13:08.078356735,477931,-1,500,409000
6442,0,0 days 04:13:08.079127600,477935,-1,500,409000
6442,0,0 days 04:13:08.080313315,477939,1,100,408200
6442,0,0 days 04:13:08.080337440,477943,-1,500,408800
3530,0,0 days 04:13:08.080342210,347278,-1,300,449000
6442,0,0 days 04:13:08.080639221,477947,-1,100,409200
6442,0,0 days 04:13:08.081449734,477951,-1,100,409000
6442,0,0 days 04:13:08.084112430,477955,-1,500,408900
6442,0,0 days 04:13:08.084903302,477959,-1,500,409000
6442,0,0 days 04:13:08.094354871,477963,-1,500,408900
6442,0,0 days 04:13:08.094379707,477967,-1,500,408800
6937,0,0 days 04:13:08.112924787,477971,-1,5000,42400
3530,0,0 days 04:13:08.133543307,347294,-1,100,449000
6442,0,0 days 04:13:08.139909128,477975,1,3000,406700
6937,0,0 days 04:13:08.144058338,477979,-1,4600,42400
5280,0,0 days 04:13:08.151815798,477983,1,500,157500
3530,0,0 days 04:13:08.155564156,347306,1,200,448300
3530,0,0 days 04:13:08.155566325,347310,-1,600,449100
5280,0,0 days 04:13:08.155601207,477987,1,1300,157500
7876,0,0 days 04:13:08.160664580,308012,-1,600,534100
6145,0,0 days 04:13:08.162428543,478003,-1,500,429700
6145,0,0 days 04:13:08.166230218,478011,1,700,429100
3530,0,0 days 04:13:08.168563582,347314,1,900,448100
2513,0,0 days 04:13:08.193494099,347322,1,3000,187700
5162,0,0 days 04:13:08.202825833,478019,1,100,1669600
5162,0,0 days 04:13:08.202856606,478023,-1,100,1687300
122,0,0 days 04:13:08.227725866,462277,-1,1500,44100
122,0,0 days 04:13:08.229057013,462285,-1,1500,44100
6623,0,0 days 04:13:08.252561855,478035,-1,200,608500
6623,0,0 days 04:13:08.253177904,478039,1,200,598300
6622,0,0 days 04:13:08.253362438,478043,1,660,598200
6622,0,0 days 04:13:08.253363697,478047,-1,450,598800
3530,0,0 days 04:13:08.253650831,347326,-1,900,448900
5878,0,0 days 04:13:08.287345045,478055,-1,100,550000
8401,0,0 days 04:13:08.294287971,308032,-1,1300,203100
8401,0,0 days 04:13:08.294512369,308036,1,400,202700
6442,0,0 days 04:13:08.303345007,478063,-1,500,408900
6442,0,0 days 04:13:08.304047108,478067,-1,500,408800
6442,0,0 days 04:13:08.330561304,478071,-1,500,408900
122,0,0 days 04:13:08.343276062,462305,-1,1500,44200
3530,0,0 days 04:13:08.353776178,347334,-1,900,449000
599,0,0 days 04:13:08.370569392,462313,-1,500,198600
8401,0,0 days 04:13:08.386728073,308040,-1,1200,203100
8401,0,0 days 04:13:08.388321165,308044,-1,300,203000
676,0,0 days 04:13:08.389385407,462333,-1,200,479400
676,0,0 days 04:13:08.389682094,462337,1,100,478700
8401,0,0 days 04:13:08.389904087,308052,-1,100,203100
676,0,0 days 04:13:08.390699245,462341,-1,300,479300
676,0,0 days 04:13:08.390772268,462345,-1,900,479600
676,0,0 days 04:13:08.391301949,462349,-1,900,479800
676,0,0 days 04:13:08.391441691,462353,1,300,478700
8401,0,0 days 04:13:08.392331308,308056,-1,300,203000
676,0,0 days 04:13:08.392695032,462357,-1,100,479400
676,0,0 days 04:13:08.393013977,462361,1,100,478700
676,0,0 days 04:13:08.393263407,462365,-1,100,479500
676,0,0 days 04:13:08.395161951,462369,1,100,478500
676,0,0 days 04:13:08.395163150,462373,-1,1300,479200
676,0,0 days 04:13:08.396531317,462381,-1,600,479500
3530,0,0 days 04:13:08.418591174,347366,1,600,448300
3530,0,0 days 04:13:08.419296425,347370,-1,400,449200
3530,0,0 days 04:13:08.419350744,347374,1,500,448000
3530,0,0 days 04:13:08.419361966,347378,-1,100,449000
3530,0,0 days 04:13:08.419527885,347382,-1,500,449100
3530,0,0 days 04:13:08.419932462,347386,-1,200,449000
3530,0,0 days 04:13:08.419935414,347390,1,400,448200
3530,0,0 days 04:13:08.420044490,347394,-1,100,449100
3530,0,0 days 04:13:08.420402215,347398,-1,300,449200
3530,0,0 days 04:13:08.420423982,347402,1,500,448100
3530,0,0 days 04:13:08.420683403,347406,-1,200,449200
3530,0,0 days 04:13:08.420905038,347410,-1,500,449000
3530,0,0 days 04:13:08.420912109,347414,-1,100,449100
3530,0,0 days 04:13:08.421071854,347418,1,500,448200
3530,0,0 days 04:13:08.422617531,347422,-1,1000,449300
3530,0,0 days 04:13:08.422619200,347426,1,200,448400
676,0,0 days 04:13:08.433786816,462385,-1,300,479200
676,0,0 days 04:13:08.434049309,462389,-1,300,479300
676,0,0 days 04:13:08.436527834,462401,-1,400,479400
3442,0,0 days 04:13:08.445299734,347430,1,2500,60700
3442,0,0 days 04:13:08.445524217,347434,-1,1300,61300
3442,0,0 days 04:13:08.446160785,347442,1,1200,60600
3442,0,0 days 04:13:08.447845711,347446,1,1300,60700
676,0,0 days 04:13:08.448597944,462405,-1,400,479500
676,0,0 days 04:13:08.448799826,462409,1,200,478600
8401,0,0 days 04:13:08.476542673,308076,-1,1300,203100
8401,0,0 days 04:13:08.477905423,308080,-1,700,203000
952,0,0 days 04:13:08.514801111,462425,1,100,557500
3120,0,0 days 04:13:08.515302403,347450,1,100,202600
3530,0,0 days 04:13:08.517959011,347454,-1,900,449100
3530,0,0 days 04:13:08.518438331,347458,1,500,448100
676,0,0 days 04:13:08.533209458,462433,-1,100,479400
738,0,0 days 04:13:08.533632890,462437,1,300,428300
738,0,0 days 04:13:08.534458806,462441,-1,300,429100
3530,0,0 days 04:13:08.534947111,347462,-1,900,449000
738,0,0 days 04:13:08.535311067,462445,-1,300,429100
738,0,0 days 04:13:08.535563390,462449,1,600,428200
738,0,0 days 04:13:08.535931966,462453,-1,200,429000
738,0,0 days 04:13:08.538694384,462461,-1,100,429100
5280,0,0 days 04:13:08.565958835,478111,1,1000,157100
4963,0,0 days 04:13:08.580106486,478127,1,252,88800
6442,0,0 days 04:13:08.580754829,478131,1,100,408300
3530,0,0 days 04:13:08.583581852,347466,1,100,448200
5255,0,0 days 04:13:08.592761514,478139,1,100,462600
3530,0,0 days 04:13:08.617068677,347470,1,900,448200
855,0,0 days 04:13:08.634082502,462469,1,100,492900
3530,0,0 days 04:13:08.635088901,347474,-1,900,449200
3530,0,0 days 04:13:08.644539320,347482,1,400,448400
3530,0,0 days 04:13:08.645171956,347486,-1,500,449100
3530,0,0 days 04:13:08.645266683,347490,1,500,448200
3530,0,0 days 04:13:08.645320205,347494,1,500,448100
3530,0,0 days 04:13:08.645967192,347498,1,500,448300
3530,0,0 days 04:13:08.646659174,347502,-1,600,449400
3530,0,0 days 04:13:08.648300589,347506,1,200,448500
3530,0,0 days 04:13:08.651234422,347510,1,200,448500
3530,0,0 days 04:13:08.651944979,347514,-1,300,449400
3530,0,0 days 04:13:08.652091778,347518,1,500,448200
6097,0,0 days 04:13:08.656409345,478167,-1,600,387000
6097,0,0 days 04:13:08.656929190,478171,-1,319,383700
3530,0,0 days 04:13:08.704140387,347542,-1,100,449200
3507,0,0 days 04:13:08.711747199,347558,1,100,2166800
3507,0,0 days 04:13:08.711785319,347562,-1,100,2184500
3530,0,0 days 04:13:08.743269594,347582,-1,900,449300
7480,0,0 days 04:13:08.809886163,308084,1,400,202600
7480,0,0 days 04:13:08.810007994,308088,1,100,202600
7480,0,0 days 04:13:08.810684305,308092,1,100,202600
738,0,0 days 04:13:08.832258618,462525,1,300,428400
6728,0,0 days 04:13:08.832568203,478199,-1,200,531800
6728,0,0 days 04:13:08.832576363,478203,1,128,531100
6728,0,0 days 04:13:08.832625152,478207,-1,100,532000
738,0,0 days 04:13:08.833000081,462529,-1,300,429000
738,0,0 days 04:13:08.833595485,462533,1,300,428300
738,0,0 days 04:13:08.833596444,462537,-1,200,429100
6728,0,0 days 04:13:08.833690274,478211,-1,100,532000
5162,0,0 days 04:13:08.835262129,478215,1,100,1670700
5162,0,0 days 04:13:08.835293373,478219,-1,100,1686900
6728,0,0 days 04:13:08.835682282,478231,-1,100,531900
6728,0,0 days 04:13:08.837381884,478243,-1,100,532100
3120,0,0 days 04:13:08.859600039,347594,1,300,202700
738,0,0 days 04:13:08.875071238,462553,1,200,428300
5699,0,0 days 04:13:08.899749026,478247,1,194,875200
5699,0,0 days 04:13:08.900463777,478251,1,500,875200
5699,0,0 days 04:13:08.900478064,478255,1,500,875000
6728,0,0 days 04:13:08.932263748,478263,1,103,531000
992,0,0 days 04:13:09.025528582,462565,1,300,383000
992,0,0 days 04:13:09.025691991,462569,1,400,383100
738,0,0 days 04:13:09.034838634,462573,1,600,427600
992,0,0 days 04:13:09.042814170,462577,-1,800,383400
992,0,0 days 04:13:09.043067524,462581,-1,300,383400
2754,0,0 days 04:13:09.043208429,347658,-1,1500,142300
992,0,0 days 04:13:09.043245691,462585,1,200,382900
6623,0,0 days 04:13:09.043352305,478279,1,601,606100
6623,0,0 days 04:13:09.043353994,478283,-1,100,607100
992,0,0 days 04:13:09.043627801,462589,1,200,382900
6623,0,0 days 04:13:09.043668516,478287,-1,100,606900
992,0,0 days 04:13:09.043720648,462593,-1,300,383400
6623,0,0 days 04:13:09.043751115,478291,-1,100,607000
992,0,0 days 04:13:09.044168173,462597,1,100,382900
7876,0,0 days 04:13:09.044424465,308108,-1,184,534400
992,0,0 days 04:13:09.044892799,462601,1,100,383000
5878,0,0 days 04:13:09.047180693,478299,-1,100,550200
7480,0,0 days 04:13:09.058834321,308112,-1,400,203600
7480,0,0 days 04:13:09.059059230,308116,1,600,202500
7480,0,0 days 04:13:09.059849980,308120,-1,800,203500
7480,0,0 days 04:13:09.060398714,308124,-1,300,204200
7480,0,0 days 04:13:09.060531792,308128,-1,200,203500
6623,0,0 days 04:13:09.060687771,478307,-1,100,607100
20,0,0 days 04:13:09.064846566,462621,-1,200,212500
5280,0,0 days 04:13:09.066553934,478311,1,1000,157000
6942,0,0 days 04:13:09.072636396,478315,-1,100,1314200
7480,0,0 days 04:13:09.079245200,308132,-1,100,203500
4151,0,0 days 04:13:09.102025241,347678,1,1200,114600
4151,0,0 days 04:13:09.102553815,347682,1,800,114900
4151,0,0 days 04:13:09.104482083,347686,1,400,114900
4151,0,0 days 04:13:09.105458861,347690,1,200,114900
4151,0,0 days 04:13:09.117128638,347694,1,700,114800
952,0,0 days 04:13:09.126764251,462641,1,100,556400
2754,0,0 days 04:13:09.134737078,347698,1,1500,141900
992,0,0 days 04:13:09.142111683,462645,1,400,382700
2654,0,0 days 04:13:09.187336027,347710,1,1700,584900
5255,0,0 days 04:13:09.200196954,478327,1,100,462000
4151,0,0 days 04:13:09.204309070,347734,-1,3400,115100
122,0,0 days 04:13:09.255014250,462661,-1,1500,44100
122,0,0 days 04:13:09.255739748,462665,-1,1500,44200
5280,0,0 days 04:13:09.277826025,478343,1,300,157400
2986,0,0 days 04:13:09.277827503,347754,-1,100,353900
3507,0,0 days 04:13:09.277903489,347758,1,100,2167000
3507,0,0 days 04:13:09.277941787,347762,-1,100,2184600
5294,0,0 days 04:13:09.290394910,478347,1,200,18400
5294,0,0 days 04:13:09.291428329,478351,1,300,18400
5294,0,0 days 04:13:09.292491423,478355,1,900,18400
6442,0,0 days 04:13:09.293644308,478359,-1,100,409000
7480,0,0 days 04:13:09.330042478,308136,1,400,202600
7480,0,0 days 04:13:09.330218743,308140,-1,1000,203400
6728,0,0 days 04:13:09.331251495,478363,1,400,531000
7480,0,0 days 04:13:09.337364488,308144,1,700,202500
4151,0,0 days 04:13:09.352596119,347778,1,800,114900
676,0,0 days 04:13:09.390830780,462701,1,600,478500
676,0,0 days 04:13:09.390844960,462705,-1,600,479300
5162,0,0 days 04:13:09.417291332,478371,1,100,1671600
5162,0,0 days 04:13:09.417319880,478375,-1,100,1688900
3530,0,0 days 04:13:09.422714168,347790,-1,400,449300
3530,0,0 days 04:13:09.423624559,347794,-1,100,449200
3809,0,0 days 04:13:09.432606212,347798,1,100,378000
6622,0,0 days 04:13:09.446862813,478391,1,400,598300
6622,0,0 days 04:13:09.446877424,478395,-1,400,598700
6083,0,0 days 04:13:09.463606502,478399,-1,100,1366000
6622,0,0 days 04:13:09.477987046,478411,-1,300,598900
6622,0,0 days 04:13:09.479146629,478415,1,140,598100
6622,0,0 days 04:13:09.482213045,478419,1,200,597900
6622,0,0 days 04:13:09.484486143,478423,-1,100,598800
1266,0,0 days 04:13:09.485048588,462745,1,100,439400
6623,0,0 days 04:13:09.486224537,478427,1,200,598200
6622,0,0 days 04:13:09.486644508,478431,-1,352,598700
7316,0,0 days 04:13:09.523020115,308148,1,100,468200
738,0,0 days 04:13:09.542179759,462765,-1,200,429000
7316,0,0 days 04:13:09.552293286,308152,1,800,468200
7316,0,0 days 04:13:09.554624708,308156,1,500,468000
8401,0,0 days 04:13:09.555706170,308160,-1,300,203000
676,0,0 days 04:13:09.582223441,462773,-1,100,479400
6622,0,0 days 04:13:09.585961021,478459,-1,163,598800
1109,0,0 days 04:13:09.594506026,462777,1,104,805200
3530,0,0 days 04:13:09.614774392,347818,1,500,448100
3530,0,0 days 04:13:09.615018136,347822,1,500,448200
3530,0,0 days 04:13:09.615055898,347826,-1,400,449200
3530,0,0 days 04:13:09.615371935,347830,-1,300,449100
3530,0,0 days 04:13:09.616125059,347834,-1,200,449100
3530,0,0 days 04:13:09.616533982,347838,1,100,448300
3530,0,0 days 04:13:09.617786766,347842,-1,200,449100
8401,0,0 days 04:13:09.638522327,308172,-1,700,203000
4151,0,0 days 04:13:09.641321578,347850,1,1000,114700
4151,0,0 days 04:13:09.641460362,347862,1,1500,114900
4151,0,0 days 04:13:09.643606026,347866,1,1200,114900
5878,0,0 days 04:13:09.706975646,478467,-1,100,550100
3530,0,0 days 04:13:09.713376497,347878,1,900,448200
952,0,0 days 04:13:09.737581550,462817,1,100,556900
4151,0,0 days 04:13:09.740854106,347882,1,500,114800
4151,0,0 days 04:13:09.742917202,347886,1,800,114700
3507,0,0 days 04:13:09.783252611,347906,1,100,2164800
3507,0,0 days 04:13:09.783292095,347910,-1,100,2184100
6315,0,0 days 04:13:09.802369815,478479,-1,100,544000
3394,0,0 days 04:13:09.803175208,347922,-1,100,384100
5255,0,0 days 04:13:09.817000610,478495,1,100,462200
5699,0,0 days 04:13:09.828100663,478503,1,500,875100
5699,0,0 days 04:13:09.828107151,478507,1,500,874900
5699,0,0 days 04:13:09.840716703,478515,-1,296,875900
5699,0,0 days 04:13:09.841529004,478519,1,500,875000
5699,0,0 days 04:13:09.843601061,478523,-1,100,876300
5699,0,0 days 04:13:09.843619026,478527,-1,612,875800
5699,0,0 days 04:13:09.844836464,478531,1,500,874900
5699,0,0 days 04:13:09.844888114,478535,-1,500,876000
5699,0,0 days 04:13:09.845013617,478539,-1,394,875900
5699,0,0 days 04:13:09.846668684,478543,1,100,875000
5699,0,0 days 04:13:09.847902954,478547,1,500,874800
5699,0,0 days 04:13:09.848006052,478551,1,319,874800
5162,0,0 days 04:13:09.925053238,478567,1,100,1672700
5162,0,0 days 04:13:09.925085022,478571,-1,100,1688300
3394,0,0 days 04:13:09.925560758,347938,1,100,380100
8140,0,0 days 04:13:09.936368827,308192,1,100,583600
8401,0,0 days 04:13:10.033522208,308212,-1,1300,203100
6083,0,0 days 04:13:10.073042448,478587,-1,100,1365300
6623,0,0 days 04:13:10.083683351,478599,-1,100,607100
6623,0,0 days 04:13:10.084394213,478607,-1,100,607000
6623,0,0 days 04:13:10.084476989,478611,1,200,605900
6623,0,0 days 04:13:10.084500382,478615,-1,100,606900
992,0,0 days 04:13:10.084824297,462893,-1,200,383400
6623,0,0 days 04:13:10.085049147,478619,-1,100,607000
6623,0,0 days 04:13:10.085361646,478627,-1,100,606800
6623,0,0 days 04:13:10.085539902,478631,1,430,606000
992,0,0 days 04:13:10.085758161,462897,-1,200,383300
6728,0,0 days 04:13:10.085760458,478635,-1,300,531800
6728,0,0 days 04:13:10.085783987,478639,1,240,531000
6623,0,0 days 04:13:10.085880918,478647,-1,100,606900
6728,0,0 days 04:13:10.086011055,478651,1,200,530900
6728,0,0 days 04:13:10.086237508,478655,-1,200,531700
5280,0,0 days 04:13:10.086276006,478659,-1,400,157800
738,0,0 days 04:13:10.086382324,462901,-1,300,429000
992,0,0 days 04:13:10.086481853,462909,-1,100,383400
6728,0,0 days 04:13:10.086597163,478663,-1,200,531800
6623,0,0 days 04:13:10.086930396,478667,-1,200,606800
6728,0,0 days 04:13:10.087177018,478671,1,154,530900
6728,0,0 days 04:13:10.087231567,478675,-1,100,531900
5280,0,0 days 04:13:10.087278680,478679,-1,200,157800
5280,0,0 days 04:13:10.087396212,478683,1,200,157400
6623,0,0 days 04:13:10.087554914,478687,1,100,605900
6623,0,0 days 04:13:10.087571631,478691,1,100,605900
6728,0,0 days 04:13:10.088007499,478695,1,100,530900
6622,0,0 days 04:13:10.088131454,478699,1,100,596400
6728,0,0 days 04:13:10.088406402,478703,-1,100,531800
6623,0,0 days 04:13:10.088424063,478707,-1,120,606900
992,0,0 days 04:13:10.091341437,462917,-1,300,383400
6728,0,0 days 04:13:10.098351525,478711,1,200,530800
8024,0,0 days 04:13:10.099017168,308216,-1,50,299900
542,0,0 days 04:13:10.108507105,462921,1,500,2654600
7956,0,0 days 04:13:10.119038278,308220,1,2600,213800
7956,0,0 days 04:13:10.120226526,308224,-1,700,214400
6623,0,0 days 04:13:10.120432179,478739,-1,100,607000
7956,0,0 days 04:13:10.121563683,308228,1,200,213900
3530,0,0 days 04:13:10.127109282,347982,-1,500,449000
3530,0,0 days 04:13:10.127339248,347986,-1,100,449100
7956,0,0 days 04:13:10.127443635,308232,1,1000,213900
3530,0,0 days 04:13:10.128009079,347990,1,700,448100
3530,0,0 days 04:13:10.128431076,347994,-1,100,449000
3530,0,0 days 04:13:10.129317845,347998,-1,200,449000
3530,0,0 days 04:13:10.129341110,348002,1,100,448200
8401,0,0 days 04:13:10.133276171,308236,-1,1800,203100
8401,0,0 days 04:13:10.133925123,308240,-1,400,203000
8401,0,0 days 04:13:10.133966236,308244,-1,2200,203300
8401,0,0 days 04:13:10.136302079,308248,-1,300,203000
3381,0,0 days 04:13:10.136608453,348006,-1,100,1801400
3381,0,0 days 04:13:10.138599793,348010,-1,100,1801700
3381,0,0 days 04:13:10.138874427,348014,1,100,1798000
3381,0,0 days 04:13:10.138893115,348018,1,100,1798200
3381,0,0 days 04:13:10.138897873,348022,1,189,1798200
3381,0,0 days 04:13:10.140541778,348026,1,122,1798300
3381,0,0 days 04:13:10.150227043,348030,-1,100,1801100
5047,0,0 days 04:13:10.151870446,478743,1,500,137600
5047,0,0 days 04:13:10.152624652,478747,1,500,137500
